date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:35:04	80420/80420	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213a24-kNFQNu9I/LM2oTW66BK0VmnxkEQ%22	https://cdn.jsdelivr.net/npm/bootstrap@5.2.3/dist/js/bootstrap.bundle.min.js	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/cdn.jsdelivr.net/npm/bootstrap@5.2.3/dist/js/bootstrap.bundle.min.js	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:04	41953/41953	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b3a2182-a3e1%22	https://kenwheeler.github.io/slick/slick/slick.min.js	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/kenwheeler.github.io/slick/slick/slick.min.js	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:05	20545/20545	---M--	200	added ('OK')	image/png	etag:%222f488da91d855c9652731d999ed6db60%22	https://earthystorm.com/06888-laughing-benefits/images/top-text-win.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/top-text-win.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:05	249906/249906	---M--	200	added ('OK')	image/png	etag:%22f61d90c4f4aca545a89125766334004b%22	https://earthystorm.com/06888-laughing-benefits/images/win2.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/win2.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:05	249383/249383	---M--	200	added ('OK')	image/png	etag:%22a26d2924efc5bc787b36eef23528e5c6%22	https://earthystorm.com/06888-laughing-benefits/images/win3.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/win3.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:05	250035/250035	---M--	200	added ('OK')	image/png	etag:%22b2979ac39f9a28ae46885c8148c544a8%22	https://earthystorm.com/06888-laughing-benefits/images/win4.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/win4.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:06	249938/249938	---M--	200	added ('OK')	image/png	etag:%22651c2331d360f03bc7ffcf4bb8f066a1%22	https://earthystorm.com/06888-laughing-benefits/images/win5.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/win5.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:06	258086/258086	---M--	200	added ('OK')	image/png	etag:%2210ea7f7ea24ed9dfa54644567453a89e%22	https://earthystorm.com/06888-laughing-benefits/images/win6.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/win6.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:06	259450/259450	---M--	200	added ('OK')	image/png	etag:%227c0e0eb86bac05e8338042f14f4d2aef%22	https://earthystorm.com/06888-laughing-benefits/images/win7.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/win7.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:06	259076/259076	---M--	200	added ('OK')	image/png	etag:%229a09696fe23d837b5d7d445a7d7de510%22	https://earthystorm.com/06888-laughing-benefits/images/win8.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/win8.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:07	259103/259103	---M--	200	added ('OK')	image/png	etag:%2220001b2ae72e9b762dce858e8b99384a%22	https://earthystorm.com/06888-laughing-benefits/images/win9.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/win9.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:08	258166/258166	---M--	200	added ('OK')	image/png	etag:%221542f3aaf412f2e0348710a1bb83adce%22	https://earthystorm.com/06888-laughing-benefits/images/win10.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/win10.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
